,speaker,minute,text,topic,label,prob,sentiment
1108,Donald Trump,07:01,Can’t believe that one.,-1_immigration_trump_cages_president,7,0.04975923,disapproval
1109,Donald Trump,07:01,Can’t believe that one.,-1_immigration_trump_cages_president,8,0.040344473,excitement
1110,Kristen Welker,07:01,Mr. President you’ve described the Black Lives Matter movement as a symbol of hate. You’ve shared a video of a man chanting white power to millions of your supporters. You’ve said that black professional athletes exercising their First Amendment rights should be fired. What do you say to Americans who say that kind of language from a president is contributing to a climate of hate and racial strife?,5_prison_justice_reform_jail,1,0.25984436,anger
1111,Kristen Welker,07:01,Mr. President you’ve described the Black Lives Matter movement as a symbol of hate. You’ve shared a video of a man chanting white power to millions of your supporters. You’ve said that black professional athletes exercising their First Amendment rights should be fired. What do you say to Americans who say that kind of language from a president is contributing to a climate of hate and racial strife?,5_prison_justice_reform_jail,5,0.22425126,curiosity
1112,Kristen Welker,07:01,Mr. President you’ve described the Black Lives Matter movement as a symbol of hate. You’ve shared a video of a man chanting white power to millions of your supporters. You’ve said that black professional athletes exercising their First Amendment rights should be fired. What do you say to Americans who say that kind of language from a president is contributing to a climate of hate and racial strife?,5_prison_justice_reform_jail,2,0.14558885,annoyance
1113,Donald Trump,07:24,"Well, you have to understand the first time I ever heard of Black Lives Matter, they were chanting, “Pigs in a blanket,” talking about police, pigs, pigs, talking about our police. “Pigs in a blanket, fry them like bacon.” I said, “That’s a horrible thing.” And they were marching down the street. And that was my first glimpse of Black Lives Matter, I thought it was a terrible thing. As far as my relationships with all people, I think I have great relationships with all people. I am the least racist person in this room.",5_prison_justice_reform_jail,9,0.45681167,fear
1114,Donald Trump,07:24,"Well, you have to understand the first time I ever heard of Black Lives Matter, they were chanting, “Pigs in a blanket,” talking about police, pigs, pigs, talking about our police. “Pigs in a blanket, fry them like bacon.” I said, “That’s a horrible thing.” And they were marching down the street. And that was my first glimpse of Black Lives Matter, I thought it was a terrible thing. As far as my relationships with all people, I think I have great relationships with all people. I am the least racist person in this room.",5_prison_justice_reform_jail,0,0.07211683,admiration
1115,Donald Trump,07:24,"Well, you have to understand the first time I ever heard of Black Lives Matter, they were chanting, “Pigs in a blanket,” talking about police, pigs, pigs, talking about our police. “Pigs in a blanket, fry them like bacon.” I said, “That’s a horrible thing.” And they were marching down the street. And that was my first glimpse of Black Lives Matter, I thought it was a terrible thing. As far as my relationships with all people, I think I have great relationships with all people. I am the least racist person in this room.",5_prison_justice_reform_jail,15,0.05099243,sadness
1116,Kristen Welker,07:55,What do you say to Americans who are concerned by that rhetoric [crosstalk 00:00:07:58]?,-1_immigration_trump_cages_president,5,0.40347734,curiosity
1117,Kristen Welker,07:55,What do you say to Americans who are concerned by that rhetoric [crosstalk 00:00:07:58]?,-1_immigration_trump_cages_president,4,0.2733025,confusion
1118,Kristen Welker,07:55,What do you say to Americans who are concerned by that rhetoric [crosstalk 00:00:07:58]?,-1_immigration_trump_cages_president,1,0.06164323,anger
1119,Donald Trump,07:58,"I don’t know. I mean, I don’t know what to say. I got criminal justice reform done and prison reform and Opportunity Zones-",5_prison_justice_reform_jail,4,0.54403204,confusion
1120,Donald Trump,07:58,"I don’t know. I mean, I don’t know what to say. I got criminal justice reform done and prison reform and Opportunity Zones-",5_prison_justice_reform_jail,7,0.11269038,disapproval
1121,Donald Trump,07:58,"I don’t know. I mean, I don’t know what to say. I got criminal justice reform done and prison reform and Opportunity Zones-",5_prison_justice_reform_jail,5,0.06477481,curiosity
1122,Donald Trump,08:03,"… got criminal justice reform done, and prison reform, and Opportunity Zones, I took care of Black colleges and universities, I don’t know what to say, they can say anything, I mean, they can say anything. It’s a very… Makes me sad, because I am the least racist person, I can’t even see the audience because it’s so dark, but I don’t care who’s in the audience, I’m the least racist person in this room.",5_prison_justice_reform_jail,16,0.5406669,surprise
1123,Donald Trump,08:03,"… got criminal justice reform done, and prison reform, and Opportunity Zones, I took care of Black colleges and universities, I don’t know what to say, they can say anything, I mean, they can say anything. It’s a very… Makes me sad, because I am the least racist person, I can’t even see the audience because it’s so dark, but I don’t care who’s in the audience, I’m the least racist person in this room.",5_prison_justice_reform_jail,6,0.16717839,disappointment
1124,Donald Trump,08:03,"… got criminal justice reform done, and prison reform, and Opportunity Zones, I took care of Black colleges and universities, I don’t know what to say, they can say anything, I mean, they can say anything. It’s a very… Makes me sad, because I am the least racist person, I can’t even see the audience because it’s so dark, but I don’t care who’s in the audience, I’m the least racist person in this room.",5_prison_justice_reform_jail,7,0.06898622,disapproval
1125,Kristen Welker,08:26,"Okay. Vice President Biden, let me ask you very quickly and then I have a follow-up question for you.",1_biden_vicepresident_vice_president,5,0.34507918,curiosity
1126,Kristen Welker,08:26,"Okay. Vice President Biden, let me ask you very quickly and then I have a follow-up question for you.",1_biden_vicepresident_vice_president,4,0.112377,confusion
1127,Kristen Welker,08:26,"Okay. Vice President Biden, let me ask you very quickly and then I have a follow-up question for you.",1_biden_vicepresident_vice_president,3,0.09682807,approval
1128,Joe Biden,08:30,"Abraham Lincoln here is one of the most racist presidents we’ve had in modern history, he pours fuel on every single racist fire, every single one. Started off his campaign coming down the escalator saying he’s getting rid of those Mexican rapists, he’s ban Muslims because they’re Muslims, he has moved around and made everything worse across the board. He says to… About the Proud Boys, last time we were on stage here he said, “I tell them to stand down and stand ready.” Come on, this guy has a dog whistle about as big as a foghorn.",5_prison_justice_reform_jail,1,0.22728804,anger
1129,Joe Biden,08:30,"Abraham Lincoln here is one of the most racist presidents we’ve had in modern history, he pours fuel on every single racist fire, every single one. Started off his campaign coming down the escalator saying he’s getting rid of those Mexican rapists, he’s ban Muslims because they’re Muslims, he has moved around and made everything worse across the board. He says to… About the Proud Boys, last time we were on stage here he said, “I tell them to stand down and stand ready.” Come on, this guy has a dog whistle about as big as a foghorn.",5_prison_justice_reform_jail,2,0.21888043,annoyance
1130,Joe Biden,08:30,"Abraham Lincoln here is one of the most racist presidents we’ve had in modern history, he pours fuel on every single racist fire, every single one. Started off his campaign coming down the escalator saying he’s getting rid of those Mexican rapists, he’s ban Muslims because they’re Muslims, he has moved around and made everything worse across the board. He says to… About the Proud Boys, last time we were on stage here he said, “I tell them to stand down and stand ready.” Come on, this guy has a dog whistle about as big as a foghorn.",5_prison_justice_reform_jail,3,0.07603279,approval
1131,Kristen Welker,09:04,"President Trump, I’m going to give you 10 seconds to respond and then I have a follow-up question.",12_seconds_president_trump_quickly,5,0.21905658,curiosity
1132,Kristen Welker,09:04,"President Trump, I’m going to give you 10 seconds to respond and then I have a follow-up question.",12_seconds_president_trump_quickly,14,0.1702556,realization
1133,Kristen Welker,09:04,"President Trump, I’m going to give you 10 seconds to respond and then I have a follow-up question.",12_seconds_president_trump_quickly,13,0.12445959,optimism
1134,Donald Trump,09:07,"No, he made a reference to Abraham Lincoln, where did that come in? I mean-",5_prison_justice_reform_jail,4,0.418151,confusion
1135,Donald Trump,09:07,"No, he made a reference to Abraham Lincoln, where did that come in? I mean-",5_prison_justice_reform_jail,5,0.24377358,curiosity
1136,Donald Trump,09:07,"No, he made a reference to Abraham Lincoln, where did that come in? I mean-",5_prison_justice_reform_jail,7,0.0748801,disapproval
1137,Joe Biden,09:10,You said you’re Abraham Lincoln.,5_prison_justice_reform_jail,13,0.2752263,optimism
1138,Joe Biden,09:10,You said you’re Abraham Lincoln.,5_prison_justice_reform_jail,15,0.14154486,sadness
1139,Joe Biden,09:10,You said you’re Abraham Lincoln.,5_prison_justice_reform_jail,3,0.10712575,approval
1140,Donald Trump,09:12,… where did that….. No.,4_did_didnt_said_had,4,0.37342533,confusion
1141,Donald Trump,09:12,… where did that….. No.,4_did_didnt_said_had,5,0.14756456,curiosity
1142,Donald Trump,09:12,… where did that….. No.,4_did_didnt_said_had,7,0.14238891,disapproval
1143,Joe Biden,09:13,You said-,4_did_didnt_said_had,13,0.37510845,optimism
1144,Joe Biden,09:13,You said-,4_did_didnt_said_had,3,0.139466,approval
1145,Joe Biden,09:13,You said-,4_did_didnt_said_had,15,0.13906491,sadness
1146,Donald Trump,09:14,"I said, “Not since Abraham Lincoln has anybody done what I’ve done for the Black community.”",5_prison_justice_reform_jail,7,0.21570374,disapproval
1147,Donald Trump,09:14,"I said, “Not since Abraham Lincoln has anybody done what I’ve done for the Black community.”",5_prison_justice_reform_jail,15,0.2131894,sadness
1148,Donald Trump,09:14,"I said, “Not since Abraham Lincoln has anybody done what I’ve done for the Black community.”",5_prison_justice_reform_jail,6,0.10687279,disappointment
1149,Joe Biden,09:19,And I’m saying-,4_did_didnt_said_had,13,0.3012834,optimism
1150,Joe Biden,09:19,And I’m saying-,4_did_didnt_said_had,3,0.17183399,approval
1151,Joe Biden,09:19,And I’m saying-,4_did_didnt_said_had,15,0.14031036,sadness
1152,Donald Trump,09:20,"I didn’t say, “I’m Abraham Lincoln,” I said, “Not since Abraham Lincoln has anybody done what I’ve done for the Black community.” Now, you have done nothing other than the Crime Bill, which put-",5_prison_justice_reform_jail,7,0.29010332,disapproval
1153,Donald Trump,09:20,"I didn’t say, “I’m Abraham Lincoln,” I said, “Not since Abraham Lincoln has anybody done what I’ve done for the Black community.” Now, you have done nothing other than the Crime Bill, which put-",5_prison_justice_reform_jail,15,0.14410327,sadness
1154,Donald Trump,09:20,"I didn’t say, “I’m Abraham Lincoln,” I said, “Not since Abraham Lincoln has anybody done what I’ve done for the Black community.” Now, you have done nothing other than the Crime Bill, which put-",5_prison_justice_reform_jail,2,0.11185509,annoyance
1155,Joe Biden,09:32,"Oh, God.",-1_immigration_trump_cages_president,17,0.58289206,neutral
1156,Joe Biden,09:32,"Oh, God.",-1_immigration_trump_cages_president,8,0.10407866,excitement
1157,Joe Biden,09:32,"Oh, God.",-1_immigration_trump_cages_president,9,0.04291416,fear
1158,Donald Trump,09:33,"Tens of thousands of Black men, mostly, in jail.",5_prison_justice_reform_jail,16,0.19027779,surprise
1159,Donald Trump,09:33,"Tens of thousands of Black men, mostly, in jail.",5_prison_justice_reform_jail,1,0.14500396,anger
1160,Donald Trump,09:33,"Tens of thousands of Black men, mostly, in jail.",5_prison_justice_reform_jail,13,0.13530111,optimism
1161,Joe Biden,09:39,Not true.,-1_immigration_trump_cages_president,7,0.474533,disapproval
1162,Joe Biden,09:39,Not true.,-1_immigration_trump_cages_president,6,0.13002324,disappointment
1163,Joe Biden,09:39,Not true.,-1_immigration_trump_cages_president,4,0.07181457,confusion
1164,Kristen Welker,09:39,"All right, let me ask Vice President Biden a question.",1_biden_vicepresident_vice_president,5,0.38898003,curiosity
1165,Kristen Welker,09:39,"All right, let me ask Vice President Biden a question.",1_biden_vicepresident_vice_president,4,0.17898953,confusion
1166,Kristen Welker,09:39,"All right, let me ask Vice President Biden a question.",1_biden_vicepresident_vice_president,13,0.09574506,optimism
1167,Donald Trump,09:41,"And you know what? They remember it because if you look at what’s happening with the voting right now, they remember that you treated them very, very badly, just take a look at what’s happening out there.",1_biden_vicepresident_vice_president,5,0.21889038,curiosity
1168,Donald Trump,09:41,"And you know what? They remember it because if you look at what’s happening with the voting right now, they remember that you treated them very, very badly, just take a look at what’s happening out there.",1_biden_vicepresident_vice_president,4,0.15929721,confusion
1169,Donald Trump,09:41,"And you know what? They remember it because if you look at what’s happening with the voting right now, they remember that you treated them very, very badly, just take a look at what’s happening out there.",1_biden_vicepresident_vice_president,16,0.084239595,surprise
1170,Kristen Welker,09:49,"Let me ask Vice President Biden about… Vice President Biden, let me give you a chance to respond within this context, crime bills that you supported in the ’80s and ’90s contributed to the incarceration of tens of thousands of young Black men who had small amounts of drugs in their possession, they are sons, they are brothers, they are fathers, they are uncles, whose families are still to this day, some of them suffering the consequences. So, speak to those families, why should they vote for you?",1_biden_vicepresident_vice_president,5,0.38121685,curiosity
1171,Kristen Welker,09:49,"Let me ask Vice President Biden about… Vice President Biden, let me give you a chance to respond within this context, crime bills that you supported in the ’80s and ’90s contributed to the incarceration of tens of thousands of young Black men who had small amounts of drugs in their possession, they are sons, they are brothers, they are fathers, they are uncles, whose families are still to this day, some of them suffering the consequences. So, speak to those families, why should they vote for you?",1_biden_vicepresident_vice_president,4,0.14702511,confusion
1172,Kristen Welker,09:49,"Let me ask Vice President Biden about… Vice President Biden, let me give you a chance to respond within this context, crime bills that you supported in the ’80s and ’90s contributed to the incarceration of tens of thousands of young Black men who had small amounts of drugs in their possession, they are sons, they are brothers, they are fathers, they are uncles, whose families are still to this day, some of them suffering the consequences. So, speak to those families, why should they vote for you?",1_biden_vicepresident_vice_president,1,0.10081763,anger
1173,Joe Biden,10:11,"One of the things is that in the ’80s we passed 100 percent, all 100 senators voted for a bill on drugs and how to deal with drugs, it was a mistake. I’ve been trying to change since then particularly the portion on cocaine. That’s why I’ve been arguing that in fact we should not send anyone to jail for a pure drug offense, they should be going into treatment across the board, that’s what we should be spending money. And that’s why I set up drug courts which were never funded by our Republican friends. They should not be going to jail for a drug or an alcohol problem, they should be going into treatment. That’s what we’ve been trying to do, that’s what I’m going to get done because I think the American people have now seen that in fact it was a mistake to pass those laws relating to drugs, but they were not in the Crime Bill.",5_prison_justice_reform_jail,15,0.2344178,sadness
1174,Joe Biden,10:11,"One of the things is that in the ’80s we passed 100 percent, all 100 senators voted for a bill on drugs and how to deal with drugs, it was a mistake. I’ve been trying to change since then particularly the portion on cocaine. That’s why I’ve been arguing that in fact we should not send anyone to jail for a pure drug offense, they should be going into treatment across the board, that’s what we should be spending money. And that’s why I set up drug courts which were never funded by our Republican friends. They should not be going to jail for a drug or an alcohol problem, they should be going into treatment. That’s what we’ve been trying to do, that’s what I’m going to get done because I think the American people have now seen that in fact it was a mistake to pass those laws relating to drugs, but they were not in the Crime Bill.",5_prison_justice_reform_jail,7,0.15774068,disapproval
1175,Joe Biden,10:11,"One of the things is that in the ’80s we passed 100 percent, all 100 senators voted for a bill on drugs and how to deal with drugs, it was a mistake. I’ve been trying to change since then particularly the portion on cocaine. That’s why I’ve been arguing that in fact we should not send anyone to jail for a pure drug offense, they should be going into treatment across the board, that’s what we should be spending money. And that’s why I set up drug courts which were never funded by our Republican friends. They should not be going to jail for a drug or an alcohol problem, they should be going into treatment. That’s what we’ve been trying to do, that’s what I’m going to get done because I think the American people have now seen that in fact it was a mistake to pass those laws relating to drugs, but they were not in the Crime Bill.",5_prison_justice_reform_jail,3,0.10722168,approval
1176,Kristen Welker,11:04,[crosstalk 00:11:04].,10_crosstalk_001104_001130_wall,13,0.5222711,optimism
1177,Kristen Welker,11:04,[crosstalk 00:11:04].,10_crosstalk_001104_001130_wall,3,0.104630925,approval
1178,Kristen Welker,11:04,[crosstalk 00:11:04].,10_crosstalk_001104_001130_wall,15,0.057190984,sadness
1179,Donald Trump,11:04,"But, why didn’t he get it done? See, it’s all talk, no action with these politicians, why didn’t he get it? “That’s what I’m going to do when I become president.” You were vice president along with Obama as your president, your leader, for eight years, why didn’t you get it done? You had eight years to get it done, now you’re saying you’re going to get it done because you’re all talking and no action, Joe.",1_biden_vicepresident_vice_president,5,0.23539178,curiosity
1180,Donald Trump,11:04,"But, why didn’t he get it done? See, it’s all talk, no action with these politicians, why didn’t he get it? “That’s what I’m going to do when I become president.” You were vice president along with Obama as your president, your leader, for eight years, why didn’t you get it done? You had eight years to get it done, now you’re saying you’re going to get it done because you’re all talking and no action, Joe.",1_biden_vicepresident_vice_president,4,0.1601359,confusion
1181,Donald Trump,11:04,"But, why didn’t he get it done? See, it’s all talk, no action with these politicians, why didn’t he get it? “That’s what I’m going to do when I become president.” You were vice president along with Obama as your president, your leader, for eight years, why didn’t you get it done? You had eight years to get it done, now you’re saying you’re going to get it done because you’re all talking and no action, Joe.",1_biden_vicepresident_vice_president,13,0.10455735,optimism
1182,Kristen Welker,11:25,Your response.,11_respond_response_have_that,13,0.37658435,optimism
1183,Kristen Welker,11:25,Your response.,11_respond_response_have_that,3,0.14761107,approval
1184,Kristen Welker,11:25,Your response.,11_respond_response_have_that,5,0.09140871,curiosity
1185,Joe Biden,11:25,"We got a lot of it done. We released 38,000-",-1_immigration_trump_cages_president,3,0.20640628,approval
1186,Joe Biden,11:25,"We got a lot of it done. We released 38,000-",-1_immigration_trump_cages_president,15,0.14837852,sadness
1187,Joe Biden,11:25,"We got a lot of it done. We released 38,000-",-1_immigration_trump_cages_president,13,0.12027811,optimism
1188,Donald Trump,11:27,You didn’t get anything done.,4_did_didnt_said_had,7,0.38857657,disapproval
1189,Donald Trump,11:27,You didn’t get anything done.,4_did_didnt_said_had,6,0.19693644,disappointment
1190,Donald Trump,11:27,You didn’t get anything done.,4_did_didnt_said_had,15,0.08407802,sadness
1191,Joe Biden,11:28,"We got 38,000 prisoners [ crosstalk 00:11:30]-",10_crosstalk_001104_001130_wall,13,0.16039139,optimism
1192,Joe Biden,11:28,"We got 38,000 prisoners [ crosstalk 00:11:30]-",10_crosstalk_001104_001130_wall,15,0.15835835,sadness
1193,Joe Biden,11:28,"We got 38,000 prisoners [ crosstalk 00:11:30]-",10_crosstalk_001104_001130_wall,3,0.113320485,approval
1194,Donald Trump,11:30,You got nothing done.,-1_immigration_trump_cages_president,6,0.23301683,disappointment
1195,Donald Trump,11:30,You got nothing done.,-1_immigration_trump_cages_president,7,0.22987904,disapproval
1196,Donald Trump,11:30,You got nothing done.,-1_immigration_trump_cages_president,2,0.11758776,annoyance
1197,Joe Biden,11:31,"38,000 prisoners were released from federal prison, we have… There were over a thousand people who were given clemency. [inaudible 00:03:38]. In fact, were the ones that put in the legislation saying we could look at pattern and practice of police departments and what they were doing, how they’re conducting themselves. I could go on, but we began the process, we lost an election, that’s why I’m running to win back that election and change his terrible policy.",5_prison_justice_reform_jail,9,0.24945949,fear
1198,Joe Biden,11:31,"38,000 prisoners were released from federal prison, we have… There were over a thousand people who were given clemency. [inaudible 00:03:38]. In fact, were the ones that put in the legislation saying we could look at pattern and practice of police departments and what they were doing, how they’re conducting themselves. I could go on, but we began the process, we lost an election, that’s why I’m running to win back that election and change his terrible policy.",5_prison_justice_reform_jail,6,0.15507746,disappointment
1199,Joe Biden,11:31,"38,000 prisoners were released from federal prison, we have… There were over a thousand people who were given clemency. [inaudible 00:03:38]. In fact, were the ones that put in the legislation saying we could look at pattern and practice of police departments and what they were doing, how they’re conducting themselves. I could go on, but we began the process, we lost an election, that’s why I’m running to win back that election and change his terrible policy.",5_prison_justice_reform_jail,16,0.10796512,surprise
1200,Donald Trump,11:57,I just have-,4_did_didnt_said_had,13,0.2376911,optimism
1201,Donald Trump,11:57,I just have-,4_did_didnt_said_had,3,0.18215609,approval
1202,Donald Trump,11:57,I just have-,4_did_didnt_said_had,15,0.15202565,sadness
1203,Kristen Welker,11:57,Your response and then we’re going to move on to climate change.,3_emissions_environmental_fracking_climate,14,0.21061663,realization
1204,Kristen Welker,11:57,Your response and then we’re going to move on to climate change.,3_emissions_environmental_fracking_climate,13,0.18686609,optimism
1205,Kristen Welker,11:57,Your response and then we’re going to move on to climate change.,3_emissions_environmental_fracking_climate,3,0.18678772,approval
1206,Donald Trump,11:58,"… one question, why didn’t you do it in the eight years, a short time ago? Why didn’t you do it? You just said, “I’m going to do that, I’m going to do this.” You put tens of thousands of mostly Black young men in prison, now you’re saying you’re going to get… You’re going to undo that, why didn’t you get it done? You had eight years with Obama. You know why, Joe? Because you’re all talk and no action.",5_prison_justice_reform_jail,5,0.23405388,curiosity
1207,Donald Trump,11:58,"… one question, why didn’t you do it in the eight years, a short time ago? Why didn’t you do it? You just said, “I’m going to do that, I’m going to do this.” You put tens of thousands of mostly Black young men in prison, now you’re saying you’re going to get… You’re going to undo that, why didn’t you get it done? You had eight years with Obama. You know why, Joe? Because you’re all talk and no action.",5_prison_justice_reform_jail,1,0.16118373,anger
1208,Donald Trump,11:58,"… one question, why didn’t you do it in the eight years, a short time ago? Why didn’t you do it? You just said, “I’m going to do that, I’m going to do this.” You put tens of thousands of mostly Black young men in prison, now you’re saying you’re going to get… You’re going to undo that, why didn’t you get it done? You had eight years with Obama. You know why, Joe? Because you’re all talk and no action.",5_prison_justice_reform_jail,2,0.12143631,annoyance
1209,Joe Biden,12:22,[crosstalk 00:00:12:23].,10_crosstalk_001104_001130_wall,13,0.51535887,optimism
1210,Joe Biden,12:22,[crosstalk 00:00:12:23].,10_crosstalk_001104_001130_wall,3,0.10258771,approval
1211,Joe Biden,12:22,[crosstalk 00:00:12:23].,10_crosstalk_001104_001130_wall,15,0.062191006,sadness
1212,Kristen Welker,12:22,"All right, Vice President Biden, and then we’re going to move on to the next section.",1_biden_vicepresident_vice_president,14,0.27873942,realization
1213,Kristen Welker,12:22,"All right, Vice President Biden, and then we’re going to move on to the next section.",1_biden_vicepresident_vice_president,3,0.25590992,approval
1214,Kristen Welker,12:22,"All right, Vice President Biden, and then we’re going to move on to the next section.",1_biden_vicepresident_vice_president,13,0.113617405,optimism
1215,Joe Biden,12:25,"We had a Republican Congress, that’s the answer.",-1_immigration_trump_cages_president,15,0.23067038,sadness
1216,Joe Biden,12:25,"We had a Republican Congress, that’s the answer.",-1_immigration_trump_cages_president,3,0.22989535,approval
1217,Joe Biden,12:25,"We had a Republican Congress, that’s the answer.",-1_immigration_trump_cages_president,13,0.17488787,optimism
1218,Kristen Welker,12:31,Okay.,7_okay___,3,0.42504013,approval
1219,Kristen Welker,12:31,Okay.,7_okay___,13,0.16947357,optimism
1220,Kristen Welker,12:31,Okay.,7_okay___,0,0.086436674,admiration
1221,Donald Trump,12:32,"Well, you got to talk them into it, Joe, sometimes you got to talk them into it.",-1_immigration_trump_cages_president,13,0.22543794,optimism
1222,Donald Trump,12:32,"Well, you got to talk them into it, Joe, sometimes you got to talk them into it.",-1_immigration_trump_cages_president,3,0.19801874,approval
1223,Donald Trump,12:32,"Well, you got to talk them into it, Joe, sometimes you got to talk them into it.",-1_immigration_trump_cages_president,15,0.15920743,sadness
1224,Kristen Welker,12:35,We’re going to move on to our next section which is climate change.,3_emissions_environmental_fracking_climate,14,0.30122995,realization
1225,Kristen Welker,12:35,We’re going to move on to our next section which is climate change.,3_emissions_environmental_fracking_climate,3,0.15195002,approval
1226,Kristen Welker,12:35,We’re going to move on to our next section which is climate change.,3_emissions_environmental_fracking_climate,13,0.13352214,optimism
1227,Donald Trump,12:37,"… like I did with criminal justice reform, I had to talk Democrats into it.",5_prison_justice_reform_jail,15,0.22664636,sadness
1228,Donald Trump,12:37,"… like I did with criminal justice reform, I had to talk Democrats into it.",5_prison_justice_reform_jail,13,0.18803634,optimism
1229,Donald Trump,12:37,"… like I did with criminal justice reform, I had to talk Democrats into it.",5_prison_justice_reform_jail,3,0.18397233,approval
1230,Joe Biden,12:41,You did what we already had done.,4_did_didnt_said_had,3,0.28725895,approval
1231,Joe Biden,12:41,You did what we already had done.,4_did_didnt_said_had,0,0.16626023,admiration
1232,Joe Biden,12:41,You did what we already had done.,4_did_didnt_said_had,15,0.1407901,sadness
1233,Kristen Welker,12:41,"Gentlemen, we’re running out of time so we got to get onto climate change, please. You both have very different visions on climate change. President Trump, you say that environmental regulations have hurt jobs in the energy sector, Vice President Biden, you have said you see addressing climate change as an opportunity to create new jobs. For each of you, how would you both combat climate change and support job growth at the same time? Starting with you, President Trump, you have two minutes uninterrupted.",3_emissions_environmental_fracking_climate,5,0.33644423,curiosity
1234,Kristen Welker,12:41,"Gentlemen, we’re running out of time so we got to get onto climate change, please. You both have very different visions on climate change. President Trump, you say that environmental regulations have hurt jobs in the energy sector, Vice President Biden, you have said you see addressing climate change as an opportunity to create new jobs. For each of you, how would you both combat climate change and support job growth at the same time? Starting with you, President Trump, you have two minutes uninterrupted.",3_emissions_environmental_fracking_climate,4,0.17645186,confusion
1235,Kristen Welker,12:41,"Gentlemen, we’re running out of time so we got to get onto climate change, please. You both have very different visions on climate change. President Trump, you say that environmental regulations have hurt jobs in the energy sector, Vice President Biden, you have said you see addressing climate change as an opportunity to create new jobs. For each of you, how would you both combat climate change and support job growth at the same time? Starting with you, President Trump, you have two minutes uninterrupted.",3_emissions_environmental_fracking_climate,15,0.06717946,sadness
1236,Donald Trump,13:08,"So, we have the trillion trees program, we have so many different programs, I do love the environment, but what I want is that cleanest crystal clear water, the cleanest air. We have the best lowest number in carbon emissions, which is a big standard that I noticed Obama goes with all the time, not Joe, I haven’t heard Joe use the term because I’m not sure he knows what it represents or means, but I have heard Obama use it. And we have the best carbon emission numbers that we’ve had in 35 years under this administration, we are working so well with industry, but here’s what we can’t do. Look at China, how filthy it is, look at Russia, look at India, it’s filthy, the air is filthy. The [Paris Accord 00:00:13:55], I took us out because we were going to have to spend trillions of dollars and we were treated very unfairly.",3_emissions_environmental_fracking_climate,12,0.2636836,love
1237,Donald Trump,13:08,"So, we have the trillion trees program, we have so many different programs, I do love the environment, but what I want is that cleanest crystal clear water, the cleanest air. We have the best lowest number in carbon emissions, which is a big standard that I noticed Obama goes with all the time, not Joe, I haven’t heard Joe use the term because I’m not sure he knows what it represents or means, but I have heard Obama use it. And we have the best carbon emission numbers that we’ve had in 35 years under this administration, we are working so well with industry, but here’s what we can’t do. Look at China, how filthy it is, look at Russia, look at India, it’s filthy, the air is filthy. The [Paris Accord 00:00:13:55], I took us out because we were going to have to spend trillions of dollars and we were treated very unfairly.",3_emissions_environmental_fracking_climate,0,0.11065637,admiration
1238,Donald Trump,13:08,"So, we have the trillion trees program, we have so many different programs, I do love the environment, but what I want is that cleanest crystal clear water, the cleanest air. We have the best lowest number in carbon emissions, which is a big standard that I noticed Obama goes with all the time, not Joe, I haven’t heard Joe use the term because I’m not sure he knows what it represents or means, but I have heard Obama use it. And we have the best carbon emission numbers that we’ve had in 35 years under this administration, we are working so well with industry, but here’s what we can’t do. Look at China, how filthy it is, look at Russia, look at India, it’s filthy, the air is filthy. The [Paris Accord 00:00:13:55], I took us out because we were going to have to spend trillions of dollars and we were treated very unfairly.",3_emissions_environmental_fracking_climate,7,0.08484998,disapproval
1239,Donald Trump,14:03,"When they put us in there, they did us a great disservice, they were going to take away our businesses. I will not sacrifice tens of millions of jobs, thousands and thousands of companies because of the Paris Accord, it was so unfair. China doesn’t kick in until 2030, Russia goes back to a low standard, and we kicked in right away, it would have been… It would have destroyed our businesses. So, you ready? We have done an incredible job environmentally, we have the cleanest air, the cleanest water, and the best carbon emission standards that we’ve seen in many, many years.",3_emissions_environmental_fracking_climate,0,0.21069753,admiration
1240,Donald Trump,14:03,"When they put us in there, they did us a great disservice, they were going to take away our businesses. I will not sacrifice tens of millions of jobs, thousands and thousands of companies because of the Paris Accord, it was so unfair. China doesn’t kick in until 2030, Russia goes back to a low standard, and we kicked in right away, it would have been… It would have destroyed our businesses. So, you ready? We have done an incredible job environmentally, we have the cleanest air, the cleanest water, and the best carbon emission standards that we’ve seen in many, many years.",3_emissions_environmental_fracking_climate,5,0.15310524,curiosity
1241,Donald Trump,14:03,"When they put us in there, they did us a great disservice, they were going to take away our businesses. I will not sacrifice tens of millions of jobs, thousands and thousands of companies because of the Paris Accord, it was so unfair. China doesn’t kick in until 2030, Russia goes back to a low standard, and we kicked in right away, it would have been… It would have destroyed our businesses. So, you ready? We have done an incredible job environmentally, we have the cleanest air, the cleanest water, and the best carbon emission standards that we’ve seen in many, many years.",3_emissions_environmental_fracking_climate,17,0.10764623,neutral
1242,Kristen Welker,14:41,Vice President Biden-,1_biden_vicepresident_vice_president,13,0.3248647,optimism
1243,Kristen Welker,14:41,Vice President Biden-,1_biden_vicepresident_vice_president,3,0.14985548,approval
1244,Kristen Welker,14:41,Vice President Biden-,1_biden_vicepresident_vice_president,0,0.11630135,admiration
1245,Donald Trump,14:41,And we haven’t destroyed our industries.,3_emissions_environmental_fracking_climate,15,0.20641817,sadness
1246,Donald Trump,14:41,And we haven’t destroyed our industries.,3_emissions_environmental_fracking_climate,7,0.15472423,disapproval
